video_id,video_title,video_desc,video_published_at,duration_iso8601,view_count,like_count,comment_count,v_thumb_default,v_thumb_medium,v_thumb_high,live_actual_start,live_actual_end,live_scheduled_start
ryC6nsOk5l8,SƠN TÙNG M-TP | CHÚNG TA CỦA HIỆN TẠI | OFFICIAL TRAILER,"#ChungTaCuaHienTai #SonTungMTP #HaiTu #MTP #MTPEntertainment #MTPTalent #CTCHT
Official Music Video: 20:20 |  20/12/2020

▶️ More information about Sơn Tùng M-TP: 
Facebook: https://www.facebook.com/MTP.Fan
Instagram: https://www.instagram.com/sontungmtp
Youtube: https://www.youtube.com/sontungmtp 
Twitter: https://twitter.com/sontungmtp777
@Spotify: https://spoti.fi/2HPWs20
@Itunes: https://apple.co/2rlSl3w

▶️ More information about M-TP Talent:
Website: https://mtptalent.com
Facebook: https://www.facebook.com/mtptalent
Instagram: https://www.instagram.com/mtptalent
Twitter: https://twitter.com/mtptalent

▶️ More about M-TP ENTERTAINMENT:
Website: https://mtpentertainment.com 
Facebook: https://www.facebook.com/mtptown
Instagram: https://www.instagram.com/mtpent_offi...
Twitter: https://twitter.com/mtpent_official
Youtube: https://www.youtube.com/c/mtpentertai...

▶️ More about  Hải Tú:
Facebook: https://www.facebook.com/haitu.lq
Instagram: https://www.instagram.com/lq.haitu/
Twitter: https://twitter.com/haitu_lq

▶️ CHÚNG TA CỦA HIỆN TẠI Digital Package: https://mtptalent.com/#/shop

▶️ CLICK TO SUBSCRIBE: http://popsww.com/sontungmtp
#sontungmtp #sontung #mtp #mtpentertainment #mtptalent #haitu",2020-12-17 12:58:10+00:00,PT30S,5376945,368021,33399,https://i.ytimg.com/vi/ryC6nsOk5l8/default.jpg,https://i.ytimg.com/vi/ryC6nsOk5l8/mqdefault.jpg,https://i.ytimg.com/vi/ryC6nsOk5l8/hqdefault.jpg,,,
EhJqekMVxTc,SƠN TÙNG M-TP x BOMATELA | CÓ CHẮC YÊU LÀ ĐÂY (REMIX) | SHOW RECAP,"▶ LISTEN NOW ON: https://vivienm.lnk.to/CCYLD-Remix 👈🏼👈🏼👈🏼✨✨✨

▶ More information about Son Tung M-TP: 
https://www.facebook.com/MTP.Fan
https://www.instagram.com/sontungmtp
https://www.youtube.com/sontungmtp 
https://twitter.com/sontungmtp777 
@Spotify: https://spoti.fi/2HPWs20 
@Itunes: https://apple.co/2rlSl3w

▶More information about M-TP Talent: 
https://www.facebook.com/mtptalent 
https://www.instagram.com/mtptalent 
https://twitter.com/mtptalent

▶ More about M-TP Entertainment:
https://mtpentertainment.com 
https://www.facebook.com/mtptown 
https://twitter.com/mtpent_official 
https://www.instagram.com/mtpent_official/

▶ CLICK TO SUBSCRIBE: http://popsww.com/sontungmtp",2023-09-29 13:00:21+00:00,PT3M47S,1687441,39565,1821,https://i.ytimg.com/vi/EhJqekMVxTc/default.jpg,https://i.ytimg.com/vi/EhJqekMVxTc/mqdefault.jpg,https://i.ytimg.com/vi/EhJqekMVxTc/hqdefault.jpg,,,
6t-MjBazs3o,SƠN TÙNG M-TP | CÓ CHẮC YÊU LÀ ĐÂY | OFFICIAL MUSIC VIDEO,"#CoChacYeuLaDay #SonTungMTP #MTPEntertainment #CCYLD #MTP
SƠN TÙNG M-TP | CÓ CHẮC YÊU LÀ ĐÂY | OFFICIAL MUSIC VIDEO

Available on Spotify: https://spoti.fi/3ivDKvt
Available on Apple Music: http://apple.co/2VBEGED
Available on iTunes: http://apple.co/31NajiG

Executive Producer: Nguyen Thanh Tung
Composer: Son Tung M-TP
Music Producer: Onionn.
Artist: Son Tung M-TP
Executive Supervisor: Chau Le
Project Manager: M-TP Entertainment

Directed by Jason
Creative Director: Ben Pham
D.O.P: Tung Bui
Unit Production Manager: Mr.Blue
Producer: Ngo Mai Phuong
Camera Operator: Mr.Blue
Focus Puller: Duy VK
1st.AD: Hoa Tran
Photographer: Manh Bi
Photographer Assistant: Vinh Vu

Production Design: travipome
Construction Team: Ocma
Artwork Design & Typography: travipome
Camera Equipment: Thong Kieu
Lighting Grip: Cinelight
Motion Control: Lumigrade
Mocon Operator: Hai Bac
Assistant Production: Mine Nguyen
Team BTS Video & Editor: Steve Dang /
Nguyen Quang Minh / Cyan
Catering: Le Le Team

Editor: Jason - Ian
Colorist: Phuoc Tai - Dr.Blue
Special Vfx: Spice FX - Ngo Quoc Duy /
Dinh Thinh / Cu The Hung /
Truong Giang / Tran Hong Vy
Motion graphic: Phuc Vo
Post Production: Mr.Blue

M.U.A: Phat Phat
Hair: Gill Nguyen
Choreographer: Bao Bao 
Fashion Consultant: Pham Bao Luan
Talent Assistant: Viet Nguyen /
Tran Hoang Nghia /
Nguyen Tuan Hoang

Project Marketing: Henry Nguyen
PR Executive: Nhat Duy
Partnership Management: Henry Nguyen /
Miranda Trang Nguyen /
Jodie Nguyen
Admin and supports: Do Thi Yen Nhi /
Le Anh Tu / Dang Tran Hung /
Tran Thi Ngoc Bich /
Nguyen Thi Thanh Ha /
Truong Kim Bao /
Nguyen Ham Long
Securities: Vo Duong Ngoc Hoa

▶ More information about Sơn Tùng M-TP: 
https://www.facebook.com/MTP.Fan
https://www.instagram.com/sontungmtp
https://www.youtube.com/sontungmtp 
https://twitter.com/sontungmtp777
@Spotify: https://spoti.fi/2HPWs20
@Itunes: https://apple.co/2rlSl3w

▶More information about M-TP Talent:
https://www.facebook.com/mtptalent
https://www.instagram.com/mtptalent
https://twitter.com/mtptalent

▶ More about M-TP ENTERTAINMENT
https://www.facebook.com/mtptown
https://mtpentertainment.com 
https://twitter.com/mtpent_official
https://www.instagram.com/mtpent_official
https://www.youtube.com/c/mtpentertainment

▶ CLICK TO SUBSCRIBE:  http://popsww.com/sontungmtp
#sontungmtp #sontung #mtp #mtpentertainment",2020-07-05 13:00:12+00:00,PT3M36S,185766679,3356973,994867,https://i.ytimg.com/vi/6t-MjBazs3o/default.jpg,https://i.ytimg.com/vi/6t-MjBazs3o/mqdefault.jpg,https://i.ytimg.com/vi/6t-MjBazs3o/hqdefault.jpg,2020-07-05 13:00:12+00:00,2020-07-05 13:05:44+00:00,2020-07-05 13:00:00+00:00
X3hC29-52rw,SƠN TÙNG M-TP | OPPO RENO4 LIVE PERFORMANCE,"#sontungmtp #OPPO #RENO4 #mtpentertainment

▶ More information about Sơn Tùng M-TP: 
https://www.facebook.com/MTP.Fan
https://www.instagram.com/sontungmtp
https://www.youtube.com/sontungmtp 
https://twitter.com/sontungmtp777
@Spotify: https://spoti.fi/2HPWs20
@Itunes: https://apple.co/2rlSl3w

▶More information about M-TP Talent:
https://www.facebook.com/mtptalent
https://www.instagram.com/mtptalent
https://twitter.com/mtptalent

▶ More about M-TP ENTERTAINMENT
https://www.facebook.com/mtptown
https://mtpentertainment.com 
https://twitter.com/mtpent_official
https://www.instagram.com/mtpent_official
https://www.youtube.com/c/mtpentertainment

▶ CLICK TO SUBSCRIBE:  http://popsww.com/sontungmtp
#sontungmtp #sontung #mtp #mtpentertainment",2020-08-02 12:58:10+00:00,PT10M45S,3422286,159496,10166,https://i.ytimg.com/vi/X3hC29-52rw/default.jpg,https://i.ytimg.com/vi/X3hC29-52rw/mqdefault.jpg,https://i.ytimg.com/vi/X3hC29-52rw/hqdefault.jpg,,,
5WxCVEnG5N4,SƠN TÙNG M-TP | CÓ CHẮC YÊU LÀ ĐÂY | ONLINE STAGE,"#CoChacYeuLaDay #SonTungMTP #MTPEntertainment #CCYLD #MTP
SƠN TÙNG M-TP | CÓ CHẮC YÊU LÀ ĐÂY | ONLINE STAGE
Official Music Video: https://youtu.be/6t-MjBazs3o

Available on Spotify: https://spoti.fi/3ivDKvt
Available on Apple Music: http://apple.co/2VBEGED
Available on iTunes: http://apple.co/31NajiG

▶ More information about Sơn Tùng M-TP: 
https://www.facebook.com/MTP.Fan
https://www.instagram.com/sontungmtp
https://www.youtube.com/sontungmtp 
https://twitter.com/sontungmtp777
@Spotify: https://spoti.fi/2HPWs20
@Itunes: https://apple.co/2rlSl3w

▶More information about M-TP Talent:
https://www.facebook.com/mtptalent
https://www.instagram.com/mtptalent
https://twitter.com/mtptalent

▶ More about M-TP ENTERTAINMENT
https://www.facebook.com/mtptown
https://mtpentertainment.com 
https://twitter.com/mtpent_official
https://www.instagram.com/mtpent_official
https://www.youtube.com/c/mtpentertainment

▶ CLICK TO SUBSCRIBE:  http://popsww.com/sontungmtp
#sontungmtp #sontung #mtp #mtpentertainment",2020-07-20 12:58:03+00:00,PT21M21S,3182417,231651,15902,https://i.ytimg.com/vi/5WxCVEnG5N4/default.jpg,https://i.ytimg.com/vi/5WxCVEnG5N4/mqdefault.jpg,https://i.ytimg.com/vi/5WxCVEnG5N4/hqdefault.jpg,,,
3AAHMU4-o4A,SƠN TÙNG M-TP | CÓ CHẮC YÊU LÀ ĐÂY | MV MAKING,"#CoChacYeuLaDay #SonTungMTP #MTPEntertainment #CCYLD #MTP
SƠN TÙNG M-TP | CÓ CHẮC YÊU LÀ ĐÂY | MV MAKING
Official Music Video:  https://youtu.be/6t-MjBazs3o

Available on Spotify: https://spoti.fi/3ivDKvt
Available on Apple Music: http://apple.co/2VBEGED
Available on iTunes: http://apple.co/31NajiG

Executive Producer: Nguyen Thanh Tung
Composer: Son Tung M-TP
Music Producer: Onionn.
Artist: Son Tung M-TP
Executive Supervisor: Chau Le
Project Manager: M-TP Entertainment

Directed by Jason
Creative Director: Ben Pham
D.O.P: Tung Bui
Unit Production Manager: Mr.Blue
Producer: Ngo Mai Phuong
Camera Operator: Mr.Blue
Focus Puller: Duy VK
1st.AD: Hoa Tran
Photographer: Manh Bi
Photographer Assistant: Vinh Vu

Production Design: travipome
Construction Team: Ocma
Artwork Design & Typography: travipome
Camera Equipment: Thong Kieu
Lighting Grip: Cinelight
Motion Control: Lumigrade
Mocon Operator: Hai Bac
Assistant Production: Mine Nguyen
Team BTS Video & Editor: Steve Dang /
Nguyen Quang Minh / Cyan
Catering: Le Le Team

Editor: Jason - Ian
Colorist: Phuoc Tai - Dr.Blue
Special Vfx: Spice FX - Ngo Quoc Duy /
Dinh Thinh / Cu The Hung /
Truong Giang / Tran Hong Vy
Motion graphic: Phuc Vo
Post Production: Mr.Blue

M.U.A: Phat Phat
Hair: Gill Nguyen
Choreographer: Bao Bao 
Fashion Consultant: Pham Bao Luan
Talent Assistant: Viet Nguyen /
Tran Hoang Nghia /
Nguyen Tuan Hoang

Project Marketing: Henry Nguyen
PR Executive: Nhat Duy
Partnership Management: Henry Nguyen /
Miranda Trang Nguyen /
Jodie Nguyen
Admin and supports: Do Thi Yen Nhi /
Le Anh Tu / Dang Tran Hung /
Tran Thi Ngoc Bich /
Nguyen Thi Thanh Ha /
Truong Kim Bao /
Nguyen Ham Long
Securities: Vo Duong Ngoc Hoa

▶ More information about Sơn Tùng M-TP: 
https://www.facebook.com/MTP.Fan
https://www.instagram.com/sontungmtp
https://www.youtube.com/sontungmtp 
https://twitter.com/sontungmtp777
@Spotify: https://spoti.fi/2HPWs20
@Itunes: https://apple.co/2rlSl3w

▶More information about M-TP Talent:
https://www.facebook.com/mtptalent
https://www.instagram.com/mtptalent
https://twitter.com/mtptalent

▶ More about M-TP ENTERTAINMENT
https://www.facebook.com/mtptown
https://mtpentertainment.com 
https://twitter.com/mtpent_official
https://www.instagram.com/mtpent_official
https://www.youtube.com/c/mtpentertainment

▶ CLICK TO SUBSCRIBE:  http://popsww.com/sontungmtp
#sontungmtp #sontung #mtp #mtpentertainment",2020-07-13 12:27:25+00:00,PT7M30S,5976205,335272,14928,https://i.ytimg.com/vi/3AAHMU4-o4A/default.jpg,https://i.ytimg.com/vi/3AAHMU4-o4A/mqdefault.jpg,https://i.ytimg.com/vi/3AAHMU4-o4A/hqdefault.jpg,,,
t9YDbqLfg7E,SƠN TÙNG M-TP | CÓ CHẮC YÊU LÀ ĐÂY | OFFICIAL TRAILER,"#CCYLD #CoChacYeuLaDay #SonTungMTP #MTP #MTPEntertainment
Official Music Video: 20:00 |  05/07/2020

▶ More information about Sơn Tùng M-TP: 
https://www.facebook.com/MTP.Fan
https://www.instagram.com/sontungmtp
https://www.youtube.com/sontungmtp 
https://twitter.com/sontungmtp777
@Spotify: https://spoti.fi/2HPWs20
@Itunes: https://apple.co/2rlSl3w

▶More information about M-TP Talent:
https://www.facebook.com/mtptalent
https://www.instagram.com/mtptalent
https://twitter.com/mtptalent

▶ More about M-TP ENTERTAINMENT
https://www.facebook.com/mtptown
https://mtpentertainment.com 
https://twitter.com/mtpent_official
https://www.instagram.com/mtpent_official
https://www.youtube.com/c/mtpentertainment

▶ CLICK TO SUBSCRIBE:  http://popsww.com/sontungmtp
#sontungmtp #sontung #mtp #mtpentertainment",2020-06-29 12:58:16+00:00,PT42S,11462652,693147,72808,https://i.ytimg.com/vi/t9YDbqLfg7E/default.jpg,https://i.ytimg.com/vi/t9YDbqLfg7E/mqdefault.jpg,https://i.ytimg.com/vi/t9YDbqLfg7E/hqdefault.jpg,,,
Llw9Q6akRo4,LẠC TRÔI | OFFICIAL MUSIC VIDEO | SƠN TÙNG M-TP,"Lạc Trôi | Official Music Video | Sơn Tùng M-TP

Được thực hiện bởi / Video made by
Sáng tác / Composer: Son Tung M-TP
Hòa âm phối khí / Music Producer: Triple D 
Diễn viên / Artress: Ho Thu Anh
Đạo diễn / Director: Dinh Ha Uyen Thu
Hoạ sĩ thiết kế / Production designer: Do Ba Ty 
Giám đốc hình ảnh / D.O.P: Tung Bui
Hậu kỳ / Post production: MR.BLUE
Đơn vị sản xuất / Executive Producer: M&M HOUSE

♬♬ Listen and download on: 
☞ Apple Music: https://apple.co/30gluyT
☞ Spotify: https://spoti.fi/2EwFZ1U


Thank SPONSORS: SMARTPHONE OPPO, BITI'S HUNTER; NHAC.VN and YouTube Partner in Vietnam - METUB Network!

More information about Sơn Tùng M-TP: 
https://www.facebook.com/MTP.Fan
https://www.instagram.com/sontungmtp
https://www.youtube.com/c/sontungmtp 
https://twitter.com/sontungmtp777
@Spotify: https://spoti.fi/2HPWs20
@Itunes: https://apple.co/2rlSl3w

▶More information about M-TP Talent:
https://www.facebook.com/mtptalent
https://www.instagram.com/mtptalent
https://twitter.com/mtptalent

More about M-TP ENTERTAINMENT
https://www.facebook.com/mtptown/
https://mtpentertainment.com
https://twitter.com/mtpent_official
https://www.instagram.com/mtpent_official
https://www.youtube.com/c/mtpentertainment
 
▶ CLICK TO SUBSCRIBE:  http://popsww.com/sontungmtp
#sontungmtp #lactroi #mtpentertainment",2016-12-31 17:00:01+00:00,PT4M33S,281108275,1877684,298540,https://i.ytimg.com/vi/Llw9Q6akRo4/default.jpg,https://i.ytimg.com/vi/Llw9Q6akRo4/mqdefault.jpg,https://i.ytimg.com/vi/Llw9Q6akRo4/hqdefault.jpg,,,
knW7-x7Y7RE,SƠN TÙNG M-TP | HÃY TRAO CHO ANH ft. Snoop Dogg | Official MV,"SON TUNG M-TP - ""HÃY TRAO CHO ANH"" | GIVE IT TO ME
M-TP ENTERTAINMENT

Available on Nhaccuatui: @http://nhaccuatui.com/sontungmtp/haytraochoanh
Available on Spotify: @https://spoti.fi/2YodgS6
Available on iTunes: @https://apple.co/2xknmaI

Executive Producer: Nguyen Thanh Tung 
Composer: Son Tung M-TP 
Music Producer: ONIONN
Artist: Son Tung M-TP
Featuring with: Snoop Dogg (Snoop Dogg appears courtesy of Doggy Style Records)
Main Actress: Madison Beer
Project Producer: M&M House

Project management: Chau LE
Marketing Director: Henry Nguyen
PR Executive: Nhat Duy
Talent Manager: Tran Song Hanh Nhan

PRODUCTION TEAM
Music Video Production: August Frogs 
Director: Korlio
Producer: Sunok Hong
Local Producer: Christopher Lee
Assistant Director: Kyuho Sung
CGI: Jiun Kim
Photographer: Jiun Kim
Poster Designer: Jiun Kim
Stylist: Hary Hong
Hair Stylist: Hyunwoo Lee
Makeup: Eunyeong Baek
Choreographer: Luana Simpson Fowler
Dancer: Geovane Fidelis

SPECIAL THANKS TO
Artist Agency (Project Executed by): Humap Contents 
Executive Director: Jameson Hyunchul Lee
Project Managers: Harry Sanghoon Shin, Rachel Haein Park
Project Coordinator: Shen Wei
Agent Assistant: Eugene Soo Jang
Concore Entertainment: Charve The Don
SME: Billy Moss
Quang Tan Lan

METUB NETWORK (A member of WebTVAsia)
OPPO VIETNAM
BITIS HUNTER
NHACCUATUI

LOS ANGELES, 2018

▶ More information about Sơn Tùng M-TP: 
https://www.facebook.com/MTP.Fan
https://www.instagram.com/sontungmtp
https://www.youtube.com/sontungmtp 
https://twitter.com/sontungmtp777
@Nhaccuatui: https://nhaccuatui.com/sontungmtp
@Spotify: https://spoti.fi/2HPWs20
@Itunes: https://apple.co/2rlSl3w

▶More information about M-TP Talent:
https://www.facebook.com/mtptalent
https://www.instagram.com/mtptalent
https://twitter.com/mtptalent

▶ More about M-TP ENTERTAINMENT
https://www.facebook.com/mtptown
https://mtpentertainment.com 
https://twitter.com/mtpent_official
https://www.instagram.com/mtpent_official
https://www.youtube.com/c/mtpentertainment

▶ CLICK TO SUBSCRIBE:  http://popsww.com/sontungmtp
#HayTraoChoAnh #SnoopDogg #SonTungMTP #GiveItToMe #MTPEntertainment

DO NOT REUPLOAD",2019-07-01 12:58:19+00:00,PT4M23S,300768364,4187131,1259426,https://i.ytimg.com/vi/knW7-x7Y7RE/default.jpg,https://i.ytimg.com/vi/knW7-x7Y7RE/mqdefault.jpg,https://i.ytimg.com/vi/knW7-x7Y7RE/hqdefault.jpg,2019-07-01 13:00:12+00:00,2019-07-01 13:06:28+00:00,2019-07-01 13:00:00+00:00
qGRU3sRbaYw,Chúng Ta Không Thuộc Về Nhau | Official Music Video | Sơn Tùng M-TP,"Chúng Ta Không Thuộc Về Nhau | Official Music Video | Sơn Tùng M-TP
Click CC for subtitle: English / Thai / Simplified Chinese / French / Vietnamese
 
Được thực hiện bởi / Video made by
Sáng tác / Composer: Son Tung M-TP
Hòa âm phối khí / Music Producer: Triple D 
Đạo diễn / Director: Dinh Ha Uyen Thu
Hoạ sĩ thiết kế / Production designer: Do Ba Ty 
Giám đốc hình ảnh / D.O.P: Tung Bui
Hậu kỳ / Post production: MR.BLUE
Giám đốc sản xuất / Executive Producer: Nguyen Quang Huy

Nhãn hàng Trà Xanh Không Độ thuộc tập đoàn Tân Hiệp Phát hân hạnh đồng hành cùng Sơn Tùng M-TP trong dự án Chúng Ta Không Thuộc Về Nhau.

♬♬ Listen and download on: 
☞ Apple Music: https://apple.co/3ghjQ5K
☞ Spotify: https://spoti.fi/39WLCCt

More information about Sơn Tùng M-TP: 
https://www.facebook.com/MTP.Fan
https://www.instagram.com/sontungmtp
https://www.youtube.com/c/sontungmtp 
https://twitter.com/sontungmtp777
@Spotify: https://spoti.fi/2HPWs20
@Itunes: https://apple.co/2rlSl3w

▶More information about M-TP Talent:
https://www.facebook.com/mtptalent
https://www.instagram.com/mtptalent
https://twitter.com/mtptalent

More about M-TP ENTERTAINMENT
https://www.facebook.com/mtptown/
https://mtpentertainment.com
https://twitter.com/mtpent_official
https://www.instagram.com/mtpent_official
https://www.youtube.com/c/mtpentertainment

Thông tin liên quan / More information:
Website Wepro: http://wepro.com.vn
WeTube: https://www.youtube.com/c/weproentert...
Fanpage Wepro: https://www.facebook.com/vnweproenter...
Instagram Wepro: https://www.instagram/wepro.entertain... 
Fanpage M-TP: http://www.facebook.com/MTP.Fan
Youtube Sơn Tùng M-TP: https://www.youtube.com/c/sontungmtp
Fanpage Phạm Quỳnh Anh: https://www.facebook.com/quynhti
Youtube Phạm Quỳnh Anh: http://www.youtube.com/c/PhamQuynhAnh...

Bản quyền thuộc sở hữu của Sơn Tùng M-TP
Copyright © 2016 Sơn Tùng M-TP
Vui lòng không đăng tải lại dưới bất kì hình thức nào.

CLICK TO SUBSCRIBE: http://popsww.com/sontungmtp
#sontungmtp #chungtakhongthuocvenhau #mtpentertainment",2016-08-02 17:10:53+00:00,PT4M3S,237611430,1275697,211004,https://i.ytimg.com/vi/qGRU3sRbaYw/default.jpg,https://i.ytimg.com/vi/qGRU3sRbaYw/mqdefault.jpg,https://i.ytimg.com/vi/qGRU3sRbaYw/hqdefault.jpg,,,
32sYGCOYJUM,CHẠY NGAY ĐI | RUN NOW | SƠN TÙNG M-TP | Official Music Video,"CHẠY NGAY ĐI | RUN NOW | SƠN TÙNG M-TP | Official Music Video
M-TP ENTERTAINMENT 
EXECUTIVE PRODUCER: NGUYEN THANH TUNG

DIRECTOR: KOINRUSH (@KOINRUSH) / INSP (@VYVPSNI)
PRODUCER: SURE (@SURE_SEOUL) / 
DOWNY JUNG (@SOULMUSIQ), JAPA GYUSUNG LEE (@E_JAPA_)

COMPOSER: SON TUNG M-TP
MUSIC PRODUCER: ONIONN
ARTIST: SON TUNG M-TP
MAIN ACTRESS: DAVIKA HOORNE 
PROJECT PRODUCER: M&M HOUSE

MARKETING DIRECTOR: HENRY NGUYEN
PR EXECUTIVE: NHAT DUY
PHOTOGRAPHER: MANH BI
MAKE UP: DO HOANG VU
FASHION CONSULTANT: PHAM BAO LUAN, NAM PHUNG
TALENT ASSISTANT: TRAN SONG HANH NHAN
KOREAN - VIETNAMESE TRANSLATOR: TRUONG NGUYEN
HAIR STYLIST: HYUN WOO LEE (@OZIKC) 
TATTOO: SUNG AN BAEK
POSTER DESIGNER: PALETTE GRAPHIC STUDIO DEJS

DAVIKA HAIR STYLIST: WOO JUN KIM
DAVIKA MAKE-UP: SU YEON PARK
DAVIKA'S MANAGER: WIKROM POTRAKOOL
DAVIKA'S MANAGER ASSISTANT: SIRIPHAN SA-NGUANSRI : 
DAVIKA’S STYLIST :  TEE PHASUK : 
DAVIKA'S INTERNATIONAL AGENCY:  
CHITTIMA VICHAIDIT : MANAGER
WORACHAYA CHAIVALIT : PRODUCTION 
NATCHARI MARDRUNGSEE : CO-ORDINATOR

PRODUCTION TEAM
PRODUCER: SURE (@SURE_SEOUL) / 
DOWNY JUNG (@SOULMUSIQ), JAPA GYUSUNG LEE (@E_JAPA_)
ASSISTANT DIRECTOR: JAPA GYUSUNG LEE (@E_JAPA_)
2ND AD: SHIN JINCHUL (@AV_KY_)
D.O.P: EUMKO (@EUMKO)
FOCUS PULLER: DEOKJUNG KIM
2ND ASSISTANT CAMERA: KYOHA HWANG
2ND ASSISTANT CAMERA: YOUNGWOO LEE
DATA MANAGER: SUNHO WANG
3RD ASSISTANT CAMERA: ILHO BAE
JIMMYJIB: DONGJIN LEE (@JIMMYJIB_MOTION)
GRIP: NAM GWON LEE OF GO (GRIP OPERATOR)
GAFFER: SUK HO SON (@GAFFER_SON_)
1ND ASSISTANT LIGHTING: KANG MIN CHUNG
2ND ASSISTANT LIGHTING: WON GYU CHOI
3ND ASSISTANT LIGHTING: DAE HWI GIL
LIGHTING ASSISTANT: CHOI IN HAENG, YOON DONG HWAN
GENERATOR: SANG YONG HEO OF EMTECH
ART DIRECTOR: GWI OCK SHIN (OF A:WE, @OK_SHIN_)
ART TEAM: MINYOUNG UM, HYOJIN LEE
DANCER: ZSUN RIHEY BICKI HONGNI PEACH

SPECIAL THANKS
WEBTVASIA VIETNAM: OH THONGSRINOON
WEBTVASIA THAILAND: CHU SOON SENG
WEBTVASIA KOREA: CHIN JO MIE
METUB VIETNAM:
PHUONG HA
QUYEN LE

HUMAP CONTENTS KOREA: 
JAMESON LEE
 HARRY SHIN
 TOMMY LEE
 JAY HONG
 JACK HEO
 JAY LEE

KOREA, MAY 2018

♬♬ Listen and download on: 
☞ Apple Music: https://apple.co/39Jy2C6
☞ Spotify: https://spoti.fi/2DmtYLZ

More information about Sơn Tùng M-TP: 
https://www.facebook.com/MTP.Fan
https://www.instagram.com/sontungmtp/
https://www.youtube.com/c/sontungmtp 
https://twitter.com/sontungmtp777
@Spotify: https://spoti.fi/2HPWs20
@Itunes: https://apple.co/2rlSl3w

▶More information about M-TP Talent:
https://www.facebook.com/mtptalent
https://www.instagram.com/mtptalent
https://twitter.com/mtptalent

More about M-TP ENTERTAINMENT
https://www.facebook.com/mtptown/
https://mtpentertainment.com 
https://twitter.com/mtpent_official
https://www.instagram.com/mtpent_official
https://www.youtube.com/c/mtpentertainment

CLICK TO SUBSCRIBE:  http://popsww.com/sontungmtp
#sontungmtp #chayngaydi #Davika #เรียกใช้เดี๋ยวนี้  #runnow #mtpentertainment",2018-05-11 17:00:47+00:00,PT4M34S,163091542,1817994,994948,https://i.ytimg.com/vi/32sYGCOYJUM/default.jpg,https://i.ytimg.com/vi/32sYGCOYJUM/mqdefault.jpg,https://i.ytimg.com/vi/32sYGCOYJUM/hqdefault.jpg,,,
hZqGbP817TQ,SKY TOUR MOVIE | OFFICIAL TRAILER (NETFLIX VERSION),"SKY TOUR MOVIE 
STREAMING ON NETFLIX 
AT 00:00 PST | AT 03:00 PM GMT+7
02 SEPTEMBER 2020
#skytourmovie #skytour #sontungmtp #mtpentertainment

▶ More information about Sơn Tùng M-TP: 
https://www.facebook.com/MTP.Fan
https://www.instagram.com/sontungmtp
https://www.youtube.com/sontungmtp 
https://twitter.com/sontungmtp777
@Spotify: https://spoti.fi/2HPWs20
@Itunes: https://apple.co/2rlSl3w

▶More information about M-TP Talent:
https://www.facebook.com/mtptalent
https://www.instagram.com/mtptalent
https://twitter.com/mtptalent

▶ More about M-TP ENTERTAINMENT
https://www.facebook.com/mtptown
https://mtpentertainment.com 
https://twitter.com/mtpent_official
https://www.instagram.com/mtpent_official
https://www.youtube.com/c/mtpentertainment

▶ CLICK TO SUBSCRIBE:  http://popsww.com/sontungmtp
#sontungmtp #sontung #mtp #mtpentertainment",2020-08-29 11:59:07+00:00,PT45S,791829,55249,2260,https://i.ytimg.com/vi/hZqGbP817TQ/default.jpg,https://i.ytimg.com/vi/hZqGbP817TQ/mqdefault.jpg,https://i.ytimg.com/vi/hZqGbP817TQ/hqdefault.jpg,,,
gQs6-DMDRvM,SKY TOUR MOVIE | GOING GLOBAL | STAY TUNED,"SKY TOUR MOVIE IS GOING GLOBAL
STAY TUNED!
02 SEPTEMBER 2020
#skytourmovie #skytour #sontungmtp #mtpentertainment

▶ More information about Sơn Tùng M-TP: 
https://www.facebook.com/MTP.Fan
https://www.instagram.com/sontungmtp
https://www.youtube.com/sontungmtp 
https://twitter.com/sontungmtp777
@Spotify: https://spoti.fi/2HPWs20
@Itunes: https://apple.co/2rlSl3w

▶More information about M-TP Talent:
https://www.facebook.com/mtptalent
https://www.instagram.com/mtptalent
https://twitter.com/mtptalent

▶ More about M-TP ENTERTAINMENT
https://www.facebook.com/mtptown
https://mtpentertainment.com 
https://twitter.com/mtpent_official
https://www.instagram.com/mtpent_official
https://www.youtube.com/c/mtpentertainment

▶ CLICK TO SUBSCRIBE:  http://popsww.com/sontungmtp
#sontungmtp #sontung #mtp #mtpentertainment",2020-08-24 11:59:02+00:00,PT18S,523084,47744,2558,https://i.ytimg.com/vi/gQs6-DMDRvM/default.jpg,https://i.ytimg.com/vi/gQs6-DMDRvM/mqdefault.jpg,https://i.ytimg.com/vi/gQs6-DMDRvM/hqdefault.jpg,,,
