video_id,video_title,video_desc,video_published_at,duration_iso8601,view_count,like_count,comment_count,v_thumb_default,v_thumb_medium,v_thumb_high,live_actual_start,live_actual_end,live_scheduled_start
MaI7JCybK3s,SƠN TÙNG M-TP | LẠC TRÔI MOVINGTOON | KÝ HỢP ĐỒNG | OFFICIAL EPISODE 32,"#LacTroi​​ #LacTroiComic​ #LacTroiMovingtoon​​ #SonTungMTP​​ #MTP​​ #MTPEntertainment​​ #POPS​​

Tiếp nối sự thành công và được yêu mến từ season 1, movingtoon Lạc Trôi season 2 đã trở lại và chính thức có mặt tại kênh YouTube Sơn Tùng M-TP. Bạn cũng có thể xem các tập movingtoons trên kênh YouTube POPS Anime, website pops.vn và ứng dụng POPS.

Dự án Lạc Trôi là một sản phẩm hợp tác của POPS và M-TP Entertainment, với 3 định dạng truyện tranh giấy, webtoon (truyện tranh kỹ thuật số) và movingtoon (truyện tranh kỹ thuật số có chuyển động và âm thanh). Trong đó, bộ webtoon có 100 chương truyện, sẽ được phát hành độc quyền trên ứng dụng giải trí POPS từ ngày 04/01/2021. Nếu yêu thích Lạc Trôi, bạn đừng bỏ qua một trải nghiệm khác thú vị hơn bằng phiên bản webtoon trên ứng dụng POPS nhé.
---
Kịch bản: Nguyễn Huỳnh Bảo Châu
Họa Sĩ: Can Tiểu Hy
Tô màu: Vũ Tiến Dũng
Cố vấn nội dung: Henry Nguyễn, B.R.O Comic
Giám đốc dự án: Tân Nguyễn, Cao Thanh Tú, Vân MC

Bài hát: Lạc Trôi Remix
Sáng tác: Sơn Tùng M-TP
Phối khí: Onionn.
Thiết kế đồ họa: Nguyễn Ngọc Bảo Lân
Diễn hoạt: AVR Creative
Lồng tiếng: ACE Media

▶ More information about Sơn Tùng M-TP: 
https://www.facebook.com/MTP.Fan
https://www.instagram.com/sontungmtp
https://www.youtube.com/sontungmtp 
https://twitter.com/sontungmtp777
@Spotify: https://spoti.fi/2HPWs20
@Itunes: https://apple.co/2rlSl3w

▶More information about M-TP Talent:
https://www.facebook.com/mtptalent
https://www.instagram.com/mtptalent
https://twitter.com/mtptalent

▶ More about M-TP ENTERTAINMENT
https://www.facebook.com/mtptown
https://mtpentertainment.com 
https://twitter.com/mtpent_official
https://www.instagram.com/mtpent_offi...

▶ CLICK TO SUBSCRIBE:  http://popsww.com/sontungmtp",2021-12-30 00:59:00+00:00,PT4M44S,111533,7081,272,https://i.ytimg.com/vi/MaI7JCybK3s/default.jpg,https://i.ytimg.com/vi/MaI7JCybK3s/mqdefault.jpg,https://i.ytimg.com/vi/MaI7JCybK3s/hqdefault.jpg,,,
h74KAR_q8is,SƠN TÙNG M-TP | LẠC TRÔI MOVINGTOON | TÔI ĐỒNG Ý | OFFICIAL EPISODE 31,"#LacTroi​​ #LacTroiComic​ #LacTroiMovingtoon​​ #SonTungMTP​​ #MTP​​ #MTPEntertainment​​ #POPS​​

Tiếp nối sự thành công và được yêu mến từ season 1, movingtoon Lạc Trôi season 2 đã trở lại và chính thức có mặt tại kênh YouTube Sơn Tùng M-TP. Bạn cũng có thể xem các tập movingtoons trên kênh YouTube POPS Anime, website pops.vn và ứng dụng POPS.

Dự án Lạc Trôi là một sản phẩm hợp tác của POPS và M-TP Entertainment, với 3 định dạng truyện tranh giấy, webtoon (truyện tranh kỹ thuật số) và movingtoon (truyện tranh kỹ thuật số có chuyển động và âm thanh). Trong đó, bộ webtoon có 100 chương truyện, sẽ được phát hành độc quyền trên ứng dụng giải trí POPS từ ngày 04/01/2021. Nếu yêu thích Lạc Trôi, bạn đừng bỏ qua một trải nghiệm khác thú vị hơn bằng phiên bản webtoon trên ứng dụng POPS nhé.
---
Kịch bản: Nguyễn Huỳnh Bảo Châu
Họa Sĩ: Can Tiểu Hy
Tô màu: Vũ Tiến Dũng
Cố vấn nội dung: Henry Nguyễn, B.R.O Comic
Giám đốc dự án: Tân Nguyễn, Cao Thanh Tú, Vân MC

Bài hát: Lạc Trôi Remix
Sáng tác: Sơn Tùng M-TP
Phối khí: Onionn.
Thiết kế đồ họa: Nguyễn Ngọc Bảo Lân
Diễn hoạt: AVR Creative
Lồng tiếng: ACE Media

▶ More information about Sơn Tùng M-TP: 
https://www.facebook.com/MTP.Fan
https://www.instagram.com/sontungmtp
https://www.youtube.com/sontungmtp 
https://twitter.com/sontungmtp777
@Spotify: https://spoti.fi/2HPWs20
@Itunes: https://apple.co/2rlSl3w

▶More information about M-TP Talent:
https://www.facebook.com/mtptalent
https://www.instagram.com/mtptalent
https://twitter.com/mtptalent

▶ More about M-TP ENTERTAINMENT
https://www.facebook.com/mtptown
https://mtpentertainment.com 
https://twitter.com/mtpent_official
https://www.instagram.com/mtpent_offi...

▶ CLICK TO SUBSCRIBE:  http://popsww.com/sontungmtp",2021-12-23 00:59:00+00:00,PT4M16S,106296,6813,423,https://i.ytimg.com/vi/h74KAR_q8is/default.jpg,https://i.ytimg.com/vi/h74KAR_q8is/mqdefault.jpg,https://i.ytimg.com/vi/h74KAR_q8is/hqdefault.jpg,,,
kgeiiJNewZc,SƠN TÙNG M-TP | LẠC TRÔI MOVINGTOON | TÙNG FAKE TÙNG REAL | OFFICIAL EPISODE 30,"#LacTroi​​ #LacTroiComic​ #LacTroiMovingtoon​​ #SonTungMTP​​ #MTP​​ #MTPEntertainment​​ #POPS​​

Tiếp nối sự thành công và được yêu mến từ season 1, movingtoon Lạc Trôi season 2 đã trở lại và chính thức có mặt tại kênh YouTube Sơn Tùng M-TP. Bạn cũng có thể xem các tập movingtoons trên kênh YouTube POPS Anime, website pops.vn và ứng dụng POPS.

Dự án Lạc Trôi là một sản phẩm hợp tác của POPS và M-TP Entertainment, với 3 định dạng truyện tranh giấy, webtoon (truyện tranh kỹ thuật số) và movingtoon (truyện tranh kỹ thuật số có chuyển động và âm thanh). Trong đó, bộ webtoon có 100 chương truyện, sẽ được phát hành độc quyền trên ứng dụng giải trí POPS từ ngày 04/01/2021. Nếu yêu thích Lạc Trôi, bạn đừng bỏ qua một trải nghiệm khác thú vị hơn bằng phiên bản webtoon trên ứng dụng POPS nhé.
---
Kịch bản: Nguyễn Huỳnh Bảo Châu
Họa Sĩ: Can Tiểu Hy
Tô màu: Vũ Tiến Dũng
Cố vấn nội dung: Henry Nguyễn, B.R.O Comic
Giám đốc dự án: Tân Nguyễn, Cao Thanh Tú, Vân MC

Bài hát: Lạc Trôi Remix
Sáng tác: Sơn Tùng M-TP
Phối khí: Onionn.
Thiết kế đồ họa: Nguyễn Ngọc Bảo Lân
Diễn hoạt: AVR Creative
Lồng tiếng: ACE Media

▶ More information about Sơn Tùng M-TP: 
https://www.facebook.com/MTP.Fan
https://www.instagram.com/sontungmtp
https://www.youtube.com/sontungmtp 
https://twitter.com/sontungmtp777
@Spotify: https://spoti.fi/2HPWs20
@Itunes: https://apple.co/2rlSl3w

▶More information about M-TP Talent:
https://www.facebook.com/mtptalent
https://www.instagram.com/mtptalent
https://twitter.com/mtptalent

▶ More about M-TP ENTERTAINMENT
https://www.facebook.com/mtptown
https://mtpentertainment.com 
https://twitter.com/mtpent_official
https://www.instagram.com/mtpent_offi...

▶ CLICK TO SUBSCRIBE:  http://popsww.com/sontungmtp",2021-12-16 00:59:00+00:00,PT4M57S,131319,8089,388,https://i.ytimg.com/vi/kgeiiJNewZc/default.jpg,https://i.ytimg.com/vi/kgeiiJNewZc/mqdefault.jpg,https://i.ytimg.com/vi/kgeiiJNewZc/hqdefault.jpg,,,
gw6GCssTBbk,SƠN TÙNG M-TP | LẠC TRÔI MOVINGTOON | LẾT XI TY | OFFICIAL EPISODE 29,"#LacTroi​​ #LacTroiComic​ #LacTroiMovingtoon​​ #SonTungMTP​​ #MTP​​ #MTPEntertainment​​ #POPS​​

Tiếp nối sự thành công và được yêu mến từ season 1, movingtoon Lạc Trôi season 2 đã trở lại và chính thức có mặt tại kênh YouTube Sơn Tùng M-TP. Bạn cũng có thể xem các tập movingtoons trên kênh YouTube POPS Anime, website pops.vn và ứng dụng POPS.

Dự án Lạc Trôi là một sản phẩm hợp tác của POPS và M-TP Entertainment, với 3 định dạng truyện tranh giấy, webtoon (truyện tranh kỹ thuật số) và movingtoon (truyện tranh kỹ thuật số có chuyển động và âm thanh). Trong đó, bộ webtoon có 100 chương truyện, sẽ được phát hành độc quyền trên ứng dụng giải trí POPS từ ngày 04/01/2021. Nếu yêu thích Lạc Trôi, bạn đừng bỏ qua một trải nghiệm khác thú vị hơn bằng phiên bản webtoon trên ứng dụng POPS nhé.
---
Kịch bản: Nguyễn Huỳnh Bảo Châu
Họa Sĩ: Can Tiểu Hy
Tô màu: Vũ Tiến Dũng
Cố vấn nội dung: Henry Nguyễn, B.R.O Comic
Giám đốc dự án: Tân Nguyễn, Cao Thanh Tú, Vân MC

Bài hát: Lạc Trôi Remix
Sáng tác: Sơn Tùng M-TP
Phối khí: Onionn.
Thiết kế đồ họa: Nguyễn Ngọc Bảo Lân
Diễn hoạt: AVR Creative
Lồng tiếng: ACE Media

▶ More information about Sơn Tùng M-TP: 
https://www.facebook.com/MTP.Fan
https://www.instagram.com/sontungmtp
https://www.youtube.com/sontungmtp 
https://twitter.com/sontungmtp777
@Spotify: https://spoti.fi/2HPWs20
@Itunes: https://apple.co/2rlSl3w

▶More information about M-TP Talent:
https://www.facebook.com/mtptalent
https://www.instagram.com/mtptalent
https://twitter.com/mtptalent

▶ More about M-TP ENTERTAINMENT
https://www.facebook.com/mtptown
https://mtpentertainment.com 
https://twitter.com/mtpent_official
https://www.instagram.com/mtpent_offi...

▶ CLICK TO SUBSCRIBE:  http://popsww.com/sontungmtp",2021-12-09 00:59:00+00:00,PT5M21S,127008,8318,500,https://i.ytimg.com/vi/gw6GCssTBbk/default.jpg,https://i.ytimg.com/vi/gw6GCssTBbk/mqdefault.jpg,https://i.ytimg.com/vi/gw6GCssTBbk/hqdefault.jpg,,,
UGDorPO4M_8,SƠN TÙNG M-TP | LẠC TRÔI MOVINGTOON | PAPARAZZI | OFFICIAL EPISODE 28,"#LacTroi​​ #LacTroiComic​ #LacTroiMovingtoon​​ #SonTungMTP​​ #MTP​​ #MTPEntertainment​​ #POPS​​

Tiếp nối sự thành công và được yêu mến từ season 1, movingtoon Lạc Trôi season 2 đã trở lại và chính thức có mặt tại kênh YouTube Sơn Tùng M-TP. Bạn cũng có thể xem các tập movingtoons trên kênh YouTube POPS Anime, website pops.vn và ứng dụng POPS.

Dự án Lạc Trôi là một sản phẩm hợp tác của POPS và M-TP Entertainment, với 3 định dạng truyện tranh giấy, webtoon (truyện tranh kỹ thuật số) và movingtoon (truyện tranh kỹ thuật số có chuyển động và âm thanh). Trong đó, bộ webtoon có 100 chương truyện, sẽ được phát hành độc quyền trên ứng dụng giải trí POPS từ ngày 04/01/2021. Nếu yêu thích Lạc Trôi, bạn đừng bỏ qua một trải nghiệm khác thú vị hơn bằng phiên bản webtoon trên ứng dụng POPS nhé.
---
Kịch bản: Nguyễn Huỳnh Bảo Châu
Họa Sĩ: Can Tiểu Hy
Tô màu: Vũ Tiến Dũng
Cố vấn nội dung: Henry Nguyễn, B.R.O Comic
Giám đốc dự án: Tân Nguyễn, Cao Thanh Tú, Vân MC

Bài hát: Lạc Trôi Remix
Sáng tác: Sơn Tùng M-TP
Phối khí: Onionn.
Thiết kế đồ họa: Nguyễn Ngọc Bảo Lân
Diễn hoạt: AVR Creative
Lồng tiếng: ACE Media

▶ More information about Sơn Tùng M-TP: 
https://www.facebook.com/MTP.Fan
https://www.instagram.com/sontungmtp
https://www.youtube.com/sontungmtp 
https://twitter.com/sontungmtp777
@Spotify: https://spoti.fi/2HPWs20
@Itunes: https://apple.co/2rlSl3w

▶More information about M-TP Talent:
https://www.facebook.com/mtptalent
https://www.instagram.com/mtptalent
https://twitter.com/mtptalent

▶ More about M-TP ENTERTAINMENT
https://www.facebook.com/mtptown
https://mtpentertainment.com 
https://twitter.com/mtpent_official
https://www.instagram.com/mtpent_offi...

▶ CLICK TO SUBSCRIBE:  http://popsww.com/sontungmtp",2021-12-02 00:59:01+00:00,PT6M7S,122267,8215,372,https://i.ytimg.com/vi/UGDorPO4M_8/default.jpg,https://i.ytimg.com/vi/UGDorPO4M_8/mqdefault.jpg,https://i.ytimg.com/vi/UGDorPO4M_8/hqdefault.jpg,,,
sVgnzsd2fuc,SƠN TÙNG M-TP | LẠC TRÔI MOVINGTOON | TÔI LÀ QUẢN LÝ CỦA CẬU | OFFICIAL EPISODE 27,"#LacTroi​​ #LacTroiComic​ #LacTroiMovingtoon​​ #SonTungMTP​​ #MTP​​ #MTPEntertainment​​ #POPS​​

Tiếp nối sự thành công và được yêu mến từ season 1, movingtoon Lạc Trôi season 2 đã trở lại và chính thức có mặt tại kênh YouTube Sơn Tùng M-TP. Bạn cũng có thể xem các tập movingtoons trên kênh YouTube POPS Anime, website pops.vn và ứng dụng POPS.

Dự án Lạc Trôi là một sản phẩm hợp tác của POPS và M-TP Entertainment, với 3 định dạng truyện tranh giấy, webtoon (truyện tranh kỹ thuật số) và movingtoon (truyện tranh kỹ thuật số có chuyển động và âm thanh). Trong đó, bộ webtoon có 100 chương truyện, sẽ được phát hành độc quyền trên ứng dụng giải trí POPS từ ngày 04/01/2021. Nếu yêu thích Lạc Trôi, bạn đừng bỏ qua một trải nghiệm khác thú vị hơn bằng phiên bản webtoon trên ứng dụng POPS nhé.
---
Kịch bản: Nguyễn Huỳnh Bảo Châu
Họa Sĩ: Can Tiểu Hy
Tô màu: Vũ Tiến Dũng
Cố vấn nội dung: Henry Nguyễn, B.R.O Comic
Giám đốc dự án: Tân Nguyễn, Cao Thanh Tú, Vân MC

Bài hát: Lạc Trôi Remix
Sáng tác: Sơn Tùng M-TP
Phối khí: Onionn.
Thiết kế đồ họa: Nguyễn Ngọc Bảo Lân
Diễn hoạt: AVR Creative
Lồng tiếng: ACE Media

▶ More information about Sơn Tùng M-TP: 
https://www.facebook.com/MTP.Fan
https://www.instagram.com/sontungmtp
https://www.youtube.com/sontungmtp 
https://twitter.com/sontungmtp777
@Spotify: https://spoti.fi/2HPWs20
@Itunes: https://apple.co/2rlSl3w

▶More information about M-TP Talent:
https://www.facebook.com/mtptalent
https://www.instagram.com/mtptalent
https://twitter.com/mtptalent

▶ More about M-TP ENTERTAINMENT
https://www.facebook.com/mtptown
https://mtpentertainment.com 
https://twitter.com/mtpent_official
https://www.instagram.com/mtpent_offi...

▶ CLICK TO SUBSCRIBE:  http://popsww.com/sontungmtp",2021-11-25 00:59:00+00:00,PT6M26S,122690,8258,441,https://i.ytimg.com/vi/sVgnzsd2fuc/default.jpg,https://i.ytimg.com/vi/sVgnzsd2fuc/mqdefault.jpg,https://i.ytimg.com/vi/sVgnzsd2fuc/hqdefault.jpg,,,
nPmoiQOJbaU,SƠN TÙNG M-TP | LẠC TRÔI MOVINGTOON | VI PHẠM HỢP ĐỒNG | OFFICIAL EPISODE 26,"#LacTroi​​ #LacTroiComic​ #LacTroiMovingtoon​​ #SonTungMTP​​ #MTP​​ #MTPEntertainment​​ #POPS​​

Tiếp nối sự thành công và được yêu mến từ season 1, movingtoon Lạc Trôi season 2 đã trở lại và chính thức có mặt tại kênh YouTube Sơn Tùng M-TP. Bạn cũng có thể xem các tập movingtoons trên kênh YouTube POPS Anime, website pops.vn và ứng dụng POPS.

Dự án Lạc Trôi là một sản phẩm hợp tác của POPS và M-TP Entertainment, với 3 định dạng truyện tranh giấy, webtoon (truyện tranh kỹ thuật số) và movingtoon (truyện tranh kỹ thuật số có chuyển động và âm thanh). Trong đó, bộ webtoon có 100 chương truyện, sẽ được phát hành độc quyền trên ứng dụng giải trí POPS từ ngày 04/01/2021. Nếu yêu thích Lạc Trôi, bạn đừng bỏ qua một trải nghiệm khác thú vị hơn bằng phiên bản webtoon trên ứng dụng POPS nhé.
---
Kịch bản: Nguyễn Huỳnh Bảo Châu
Họa Sĩ: Can Tiểu Hy
Tô màu: Vũ Tiến Dũng
Cố vấn nội dung: Henry Nguyễn, B.R.O Comic
Giám đốc dự án: Tân Nguyễn, Cao Thanh Tú, Vân MC

Bài hát: Lạc Trôi Remix
Sáng tác: Sơn Tùng M-TP
Phối khí: Onionn.
Thiết kế đồ họa: Nguyễn Ngọc Bảo Lân
Diễn hoạt: AVR Creative
Lồng tiếng: ACE Media

▶ More information about Sơn Tùng M-TP: 
https://www.facebook.com/MTP.Fan
https://www.instagram.com/sontungmtp
https://www.youtube.com/sontungmtp 
https://twitter.com/sontungmtp777
@Spotify: https://spoti.fi/2HPWs20
@Itunes: https://apple.co/2rlSl3w

▶More information about M-TP Talent:
https://www.facebook.com/mtptalent
https://www.instagram.com/mtptalent
https://twitter.com/mtptalent

▶ More about M-TP ENTERTAINMENT
https://www.facebook.com/mtptown
https://mtpentertainment.com 
https://twitter.com/mtpent_official
https://www.instagram.com/mtpent_offi...

▶ CLICK TO SUBSCRIBE:  http://popsww.com/sontungmtp",2021-11-18 00:59:00+00:00,PT6M43S,133212,9080,435,https://i.ytimg.com/vi/nPmoiQOJbaU/default.jpg,https://i.ytimg.com/vi/nPmoiQOJbaU/mqdefault.jpg,https://i.ytimg.com/vi/nPmoiQOJbaU/hqdefault.jpg,,,
NiJ05AYRIBc,SƠN TÙNG M-TP | LẠC TRÔI MOVINGTOON | MR.D ĐẾN RỒI | OFFICIAL EPISODE 24,"#LacTroi​​ #LacTroiComic​ #LacTroiMovingtoon​​ #SonTungMTP​​ #MTP​​ #MTPEntertainment​​ #POPS​​

Tiếp nối sự thành công và được yêu mến từ season 1, movingtoon Lạc Trôi season 2 đã trở lại và chính thức có mặt tại kênh YouTube Sơn Tùng M-TP. Bạn cũng có thể xem các tập movingtoons trên kênh YouTube POPS Anime, website pops.vn và ứng dụng POPS.

Dự án Lạc Trôi là một sản phẩm hợp tác của POPS và M-TP Entertainment, với 3 định dạng truyện tranh giấy, webtoon (truyện tranh kỹ thuật số) và movingtoon (truyện tranh kỹ thuật số có chuyển động và âm thanh). Trong đó, bộ webtoon có 100 chương truyện, sẽ được phát hành độc quyền trên ứng dụng giải trí POPS từ ngày 04/01/2021. Nếu yêu thích Lạc Trôi, bạn đừng bỏ qua một trải nghiệm khác thú vị hơn bằng phiên bản webtoon trên ứng dụng POPS nhé.
---
Kịch bản: Nguyễn Huỳnh Bảo Châu
Họa Sĩ: Can Tiểu Hy
Tô màu: Vũ Tiến Dũng
Cố vấn nội dung: Henry Nguyễn, B.R.O Comic
Giám đốc dự án: Tân Nguyễn, Cao Thanh Tú, Vân MC

Bài hát: Lạc Trôi Remix
Sáng tác: Sơn Tùng M-TP
Phối khí: Onionn.
Thiết kế đồ họa: Nguyễn Ngọc Bảo Lân
Diễn hoạt: AVR Creative
Lồng tiếng: ACE Media

▶ More information about Sơn Tùng M-TP: 
https://www.facebook.com/MTP.Fan
https://www.instagram.com/sontungmtp
https://www.youtube.com/sontungmtp 
https://twitter.com/sontungmtp777
@Spotify: https://spoti.fi/2HPWs20
@Itunes: https://apple.co/2rlSl3w

▶More information about M-TP Talent:
https://www.facebook.com/mtptalent
https://www.instagram.com/mtptalent
https://twitter.com/mtptalent

▶ More about M-TP ENTERTAINMENT
https://www.facebook.com/mtptown
https://mtpentertainment.com 
https://twitter.com/mtpent_official
https://www.instagram.com/mtpent_offi...

▶ CLICK TO SUBSCRIBE:  http://popsww.com/sontungmtp",2021-11-04 00:59:01+00:00,PT5M30S,135910,9314,532,https://i.ytimg.com/vi/NiJ05AYRIBc/default.jpg,https://i.ytimg.com/vi/NiJ05AYRIBc/mqdefault.jpg,https://i.ytimg.com/vi/NiJ05AYRIBc/hqdefault.jpg,,,
mkZfbRrac2U,SƠN TÙNG M-TP | LẠC TRÔI MOVINGTOON | LỚP BỔ TÚC CỦA MY LAN | OFFICIAL EPISODE 23,"#LacTroi​​ #LacTroiComic​ #LacTroiMovingtoon​​ #SonTungMTP​​ #MTP​​ #MTPEntertainment​​ #POPS​​

Tiếp nối sự thành công và được yêu mến từ season 1, movingtoon Lạc Trôi season 2 đã trở lại và chính thức có mặt tại kênh YouTube Sơn Tùng M-TP. Bạn cũng có thể xem các tập movingtoons trên kênh YouTube POPS Anime, website pops.vn và ứng dụng POPS.

Dự án Lạc Trôi là một sản phẩm hợp tác của POPS và M-TP Entertainment, với 3 định dạng truyện tranh giấy, webtoon (truyện tranh kỹ thuật số) và movingtoon (truyện tranh kỹ thuật số có chuyển động và âm thanh). Trong đó, bộ webtoon có 100 chương truyện, sẽ được phát hành độc quyền trên ứng dụng giải trí POPS từ ngày 04/01/2021. Nếu yêu thích Lạc Trôi, bạn đừng bỏ qua một trải nghiệm khác thú vị hơn bằng phiên bản webtoon trên ứng dụng POPS nhé.
---
Kịch bản: Nguyễn Huỳnh Bảo Châu
Họa Sĩ: Can Tiểu Hy
Tô màu: Vũ Tiến Dũng
Cố vấn nội dung: Henry Nguyễn, B.R.O Comic
Giám đốc dự án: Tân Nguyễn, Cao Thanh Tú, Vân MC

Bài hát: Lạc Trôi Remix
Sáng tác: Sơn Tùng M-TP
Phối khí: Onionn.
Thiết kế đồ họa: Nguyễn Ngọc Bảo Lân
Diễn hoạt: AVR Creative
Lồng tiếng: ACE Media

▶ More information about Sơn Tùng M-TP: 
https://www.facebook.com/MTP.Fan
https://www.instagram.com/sontungmtp
https://www.youtube.com/sontungmtp 
https://twitter.com/sontungmtp777
@Spotify: https://spoti.fi/2HPWs20
@Itunes: https://apple.co/2rlSl3w

▶More information about M-TP Talent:
https://www.facebook.com/mtptalent
https://www.instagram.com/mtptalent
https://twitter.com/mtptalent

▶ More about M-TP ENTERTAINMENT
https://www.facebook.com/mtptown
https://mtpentertainment.com 
https://twitter.com/mtpent_official
https://www.instagram.com/mtpent_offi...

▶ CLICK TO SUBSCRIBE:  http://popsww.com/sontungmtp",2021-10-28 00:59:00+00:00,PT6M12S,139403,9596,477,https://i.ytimg.com/vi/mkZfbRrac2U/default.jpg,https://i.ytimg.com/vi/mkZfbRrac2U/mqdefault.jpg,https://i.ytimg.com/vi/mkZfbRrac2U/hqdefault.jpg,,,
Al0FKhJJP0c,SƠN TÙNG M-TP | LẠC TRÔI MOVINGTOON | MỘT ĐÊM KHÓ NGỦ | OFFICIAL EPISODE 22,"#LacTroi​​ #LacTroiComic​ #LacTroiMovingtoon​​ #SonTungMTP​​ #MTP​​ #MTPEntertainment​​ #POPS​​

Tiếp nối sự thành công và được yêu mến từ season 1, movingtoon Lạc Trôi season 2 đã trở lại và chính thức có mặt tại kênh YouTube Sơn Tùng M-TP. Bạn cũng có thể xem các tập movingtoons trên kênh YouTube POPS Anime, website pops.vn và ứng dụng POPS.

Dự án Lạc Trôi là một sản phẩm hợp tác của POPS và M-TP Entertainment, với 3 định dạng truyện tranh giấy, webtoon (truyện tranh kỹ thuật số) và movingtoon (truyện tranh kỹ thuật số có chuyển động và âm thanh). Trong đó, bộ webtoon có 100 chương truyện, sẽ được phát hành độc quyền trên ứng dụng giải trí POPS từ ngày 04/01/2021. Nếu yêu thích Lạc Trôi, bạn đừng bỏ qua một trải nghiệm khác thú vị hơn bằng phiên bản webtoon trên ứng dụng POPS nhé.
---
Kịch bản: Nguyễn Huỳnh Bảo Châu
Họa Sĩ: Can Tiểu Hy
Tô màu: Vũ Tiến Dũng
Cố vấn nội dung: Henry Nguyễn, B.R.O Comic
Giám đốc dự án: Tân Nguyễn, Cao Thanh Tú, Vân MC

Bài hát: Lạc Trôi Remix
Sáng tác: Sơn Tùng M-TP
Phối khí: Onionn.
Thiết kế đồ họa: Nguyễn Ngọc Bảo Lân
Diễn hoạt: AVR Creative
Lồng tiếng: ACE Media

▶ More information about Sơn Tùng M-TP: 
https://www.facebook.com/MTP.Fan
https://www.instagram.com/sontungmtp
https://www.youtube.com/sontungmtp 
https://twitter.com/sontungmtp777
@Spotify: https://spoti.fi/2HPWs20
@Itunes: https://apple.co/2rlSl3w

▶More information about M-TP Talent:
https://www.facebook.com/mtptalent
https://www.instagram.com/mtptalent
https://twitter.com/mtptalent

▶ More about M-TP ENTERTAINMENT
https://www.facebook.com/mtptown
https://mtpentertainment.com 
https://twitter.com/mtpent_official
https://www.instagram.com/mtpent_offi...

▶ CLICK TO SUBSCRIBE:  http://popsww.com/sontungmtp",2021-10-21 00:59:01+00:00,PT6M40S,146474,10337,556,https://i.ytimg.com/vi/Al0FKhJJP0c/default.jpg,https://i.ytimg.com/vi/Al0FKhJJP0c/mqdefault.jpg,https://i.ytimg.com/vi/Al0FKhJJP0c/hqdefault.jpg,,,
RUQ-qGeK7jo,SƠN TÙNG M-TP | LẠC TRÔI MOVINGTOON | 3 NGƯỜI BỊ TÂM THẦN | OFFICIAL EPISODE 21,"#LacTroi​​ #LacTroiComic​ #LacTroiMovingtoon​​ #SonTungMTP​​ #MTP​​ #MTPEntertainment​​ #POPS​​

Tiếp nối sự thành công và được yêu mến từ season 1, movingtoon Lạc Trôi season 2 đã trở lại và chính thức có mặt tại kênh YouTube Sơn Tùng M-TP. Bạn cũng có thể xem các tập movingtoons trên kênh YouTube POPS Anime, website pops.vn và ứng dụng POPS.

Dự án Lạc Trôi là một sản phẩm hợp tác của POPS và M-TP Entertainment, với 3 định dạng truyện tranh giấy, webtoon (truyện tranh kỹ thuật số) và movingtoon (truyện tranh kỹ thuật số có chuyển động và âm thanh). Trong đó, bộ webtoon có 100 chương truyện, sẽ được phát hành độc quyền trên ứng dụng giải trí POPS từ ngày 04/01/2021. Nếu yêu thích Lạc Trôi, bạn đừng bỏ qua một trải nghiệm khác thú vị hơn bằng phiên bản webtoon trên ứng dụng POPS nhé.
---
Kịch bản: Nguyễn Huỳnh Bảo Châu
Họa Sĩ: Can Tiểu Hy
Tô màu: Vũ Tiến Dũng
Cố vấn nội dung: Henry Nguyễn, B.R.O Comic
Giám đốc dự án: Tân Nguyễn, Cao Thanh Tú, Vân MC

Bài hát: Lạc Trôi Remix
Sáng tác: Sơn Tùng M-TP
Phối khí: Onionn.
Thiết kế đồ họa: Nguyễn Ngọc Bảo Lân
Diễn hoạt: AVR Creative
Lồng tiếng: ACE Media

▶ More information about Sơn Tùng M-TP: 
https://www.facebook.com/MTP.Fan
https://www.instagram.com/sontungmtp
https://www.youtube.com/sontungmtp 
https://twitter.com/sontungmtp777
@Spotify: https://spoti.fi/2HPWs20
@Itunes: https://apple.co/2rlSl3w

▶More information about M-TP Talent:
https://www.facebook.com/mtptalent
https://www.instagram.com/mtptalent
https://twitter.com/mtptalent

▶ More about M-TP ENTERTAINMENT
https://www.facebook.com/mtptown
https://mtpentertainment.com 
https://twitter.com/mtpent_official
https://www.instagram.com/mtpent_offi...

▶ CLICK TO SUBSCRIBE:  http://popsww.com/sontungmtp",2021-10-14 00:59:00+00:00,PT5M44S,141738,10101,567,https://i.ytimg.com/vi/RUQ-qGeK7jo/default.jpg,https://i.ytimg.com/vi/RUQ-qGeK7jo/mqdefault.jpg,https://i.ytimg.com/vi/RUQ-qGeK7jo/hqdefault.jpg,,,
